"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails","NA"
"134","620","0.80","1.00","7.80","7.20","16.80","1.80","2.00","2.80","7.00","3.20","8.60","1.60","2.60","3.60","2.00","3.20","0.80","0.60","3.60",""
"135","625","0.60","1.20","7.80","8.80","16.20","1.00","1.40","1.80","6.60","2.00","10.20","1.80","2.40","3.00","0.40","1.60","0.80","1.40","4.00",""
"136","630","0.20","0.80","6.40","3.00","9.80","1.80","0.80","1.20","5.40","1.20","4.20","0.40","1.20","2.60","0.20","1.20","1.20","0.60","0.80",""
"137","635","1.00","1.00","7.20","5.80","18.60","1.60","1.00","2.40","5.80","2.20","6.40","2.20","2.20","2.80","1.60","2.20","1.20","1.40","4.00",""
"138","640","1.40","1.60","8.00","10.40","19.80","2.00","3.80","3.00","7.40","2.40","11.80","2.60","2.00","5.20","1.20","3.00","1.20","1.20","3.20",""
"139","645","1.80","1.00","11.20","9.00","22.00","2.80","3.40","1.80","10.40","2.20","10.40","4.20","2.60","3.00","0.40","2.00","1.60","1.40","3.00",""
"140","650","1.40","0.40","14.40","8.00","20.20","3.80","2.80","3.20","12.40","3.40","8.60","2.40","3.20","2.80","0.60","3.20","0.80","0.80","3.60",""
"141","655","0.80","0.80","11.00","8.40","25.60","2.40","2.80","4.40","11.80","2.80","12.80","2.60","3.20","3.40","0.40","3.00","0.80","0.80","3.40",""
"142","660","0.60","0.80","11.20","9.20","21.40","3.00","1.80","2.80","9.40","4.40","9.80","2.20","3.20","4.60","1.60","4.40","0.60","0.80","5.40",""
"143","665","1.00","1.40","10.80","8.80","23.00","2.40","2.80","2.60","9.40","2.60","11.00","2.40","4.00","4.20","1.20","2.00","0.60","1.00","4.20",""
"144","670","1.00","1.20","10.80","8.20","21.60","2.80","3.00","2.80","10.40","3.00","10.60","3.60","2.00","4.60","1.00","3.20","1.40","1.00","4.20",""
"145","675","1.40","0.80","11.40","8.80","22.40","3.60","3.60","1.80","11.40","1.80","11.60","3.00","2.80","3.80","1.40","1.60","1.00","0.80","4.20",""
"146","680","0.60","1.00","13.20","9.00","21.80","2.60","1.80","4.60","11.20","4.40","9.20","1.80","3.00","4.20","1.40","4.40","1.00","1.20","3.20",""
"147","685","0.60","1.60","12.00","8.20","23.00","2.40","1.60","4.40","9.40","3.60","11.60","2.00","4.20","3.80","0.80","4.60","1.40","1.60","5.20",""
"148","690","2.00","1.20","9.60","10.20","22.40","2.80","1.80","1.80","9.20","2.40","12.20","2.00","2.80","4.80","2.20","2.00","1.60","1.20","5.40",""
"149","695","1.20","1.40","9.40","9.60","19.00","1.60","3.20","2.20","8.20","2.20","10.40","2.80","2.00","4.60","0.80","1.80","0.60","1.20","4.20",""
"150","700","0.80","1.00","11.20","8.60","20.20","2.20","2.80","2.20","9.60","2.80","10.60","2.40","3.20","4.40","1.40","2.60","1.80","1.20","2.80",""
"151","705","1.80","2.20","10.40","8.40","21.60","3.20","1.80","3.60","9.80","2.40","9.00","2.40","1.60","3.20","0.40","2.80","1.40","1.80","3.40",""
"152","710","0.80","0.20","11.60","8.20","21.80","2.40","2.00","3.80","9.20","2.80","10.20","2.40","3.40","3.80","1.60","3.60","1.60","1.20","4.00",""
"153","715","1.80","1.00","9.20","10.40","21.60","2.40","2.80","2.80","8.20","4.00","12.00","2.40","3.60","4.00","1.20","2.80","0.00","0.40","5.40",""
"154","720","0.60","1.80","11.60","8.40","22.40","2.80","2.60","1.80","11.40","2.60","11.40","2.40","2.80","5.00","1.80","2.60","2.20","2.20","4.80",""
"155","725","1.40","1.60","11.40","10.40","22.20","1.60","2.60","4.20","9.80","3.60","11.40","2.40","2.00","5.20","1.20","4.40","1.20","1.00","3.40",""
"156","730","1.80","1.20","10.00","10.00","22.00","2.60","1.20","3.20","8.20","3.20","10.60","1.80","4.80","3.00","1.40","2.40","1.40","1.80","5.60",""
"157","735","1.40","2.00","9.40","9.60","23.00","2.60","3.20","2.60","8.60","3.60","13.00","3.20","3.00","6.40","2.40","3.40","1.20","1.00","4.80",""
"158","740","1.60","1.20","12.20","10.80","22.60","2.00","2.20","2.80","9.60","1.20","11.20","2.00","2.20","3.60","0.80","2.20","2.00","2.00","3.80",""
"159","745","1.40","1.60","12.80","9.40","23.80","2.80","3.00","3.40","11.20","4.40","10.40","2.60","3.60","5.00","1.20","4.20","1.40","1.20","4.00",""
"160","750","1.60","1.20","11.80","9.40","21.40","2.80","2.60","2.20","9.80","2.00","10.00","3.00","2.80","3.40","1.00","1.80","1.40","1.40","3.60",""
"161","755","1.20","1.00","10.00","10.40","23.20","2.00","3.20","3.40","9.00","3.40","13.00","3.00","2.80","4.40","1.20","3.40","0.80","0.80","4.00",""
"162","760","1.20","0.80","12.00","9.20","21.80","3.40","2.80","2.80","12.00","2.60","10.80","2.80","2.60","3.60","1.20","2.80","1.20","1.20","4.20",""
"163","765","1.00","1.60","10.00","8.20","24.20","2.40","3.00","3.60","9.00","3.20","11.40","2.80","3.60","4.80","1.40","3.20","0.80","0.80","5.00",""
"164","770","1.00","1.40","12.00","9.00","22.00","2.40","1.20","3.20","11.20","3.20","10.80","1.20","3.40","5.00","1.40","3.00","2.20","2.20","4.60",""
"165","775","1.40","0.80","11.00","8.60","20.60","2.40","2.00","2.40","9.20","3.00","10.80","2.40","2.40","3.40","0.80","3.20","1.00","0.80","4.20",""
"166","780","1.00","1.60","8.60","9.00","20.40","2.60","3.00","3.40","8.00","3.40","10.80","2.80","4.00","4.20","1.60","3.40","0.60","0.80","3.80",""
"167","785","1.00","0.40","12.20","10.80","22.60","2.60","2.40","2.80","9.80","2.60","11.80","2.20","2.60","4.20","1.60","2.60","1.60","1.60","5.00",""
"168","790","2.00","1.60","11.20","9.20","22.40","2.40","2.40","3.00","12.00","2.60","11.00","2.60","2.20","5.20","2.00","2.20","1.20","1.40","5.20",""
"169","795","0.80","3.00","12.00","9.20","24.00","3.00","1.80","3.60","9.40","3.60","10.80","2.20","4.00","5.20","0.60","3.80","1.80","1.80","3.80",""
"170","800","2.00","0.60","10.20","10.20","21.60","2.60","4.00","2.20","8.40","3.20","11.40","4.00","2.60","3.60","1.20","2.80","1.60","1.40","4.00",""
"171","805","1.40","0.60","11.60","10.40","21.60","3.60","2.80","1.80","9.60","1.80","12.60","3.20","2.60","4.00","2.40","1.80","1.00","0.80","4.60",""
"172","810","1.00","2.00","11.20","9.00","24.40","2.40","3.00","4.00","11.80","2.80","10.80","2.00","2.40","5.00","1.20","3.40","1.20","1.80","4.20",""
"173","815","1.00","2.00","12.20","8.20","21.20","2.80","1.80","2.60","9.20","3.60","9.00","2.40","2.80","3.60","1.00","3.20","1.40","1.20","3.80",""
"174","820","2.00","0.80","9.00","11.60","22.80","2.40","2.80","2.80","8.00","3.00","13.60","3.00","4.00","3.80","1.20","3.00","1.80","1.80","4.00",""
"175","825","2.00","1.00","12.80","11.00","22.20","3.40","3.60","2.20","10.40","2.00","11.60","3.40","1.60","4.80","1.80","2.00","1.20","1.00","5.40",""
"176","830","0.80","2.20","10.60","9.40","23.40","3.00","3.00","3.40","10.40","2.80","11.00","2.60","2.80","5.00","1.60","3.20","1.60","2.00","3.20",""
"177","835","0.80","1.40","14.20","9.80","23.20","2.80","2.20","2.80","10.60","2.40","10.00","2.60","2.60","2.80","1.00","2.60","2.20","1.80","4.20",""
"178","840","2.80","1.40","9.80","11.20","23.20","2.20","4.00","3.00","9.60","3.60","12.00","3.40","3.80","3.80","1.20","3.00","1.00","1.00","4.00",""
"179","845","1.00","0.60","10.40","9.60","21.00","2.00","2.20","3.40","9.80","2.80","12.40","2.60","2.60","5.00","1.40","3.40","1.00","0.80","5.60",""
"180","850","0.80","1.80","12.60","8.00","25.20","3.40","2.40","3.80","10.00","3.40","10.00","2.00","3.40","4.40","1.40","3.40","1.40","2.00","3.20",""
"181","855","1.40","1.60","10.00","9.80","20.40","1.40","2.00","1.80","8.80","2.80","11.00","2.60","3.00","4.40","1.60","2.40","1.60","1.20","5.00",""
"182","860","1.80","1.20","11.00","10.20","20.20","3.80","2.60","2.40","9.60","2.80","11.80","2.00","2.40","4.60","1.40","2.40","1.00","0.80","5.00",""
"183","865","1.20","1.20","8.40","7.80","21.60","1.40","3.40","3.40","8.80","2.60","10.00","4.00","2.60","4.20","1.00","3.00","1.20","1.60","2.00",""
"184","870","1.60","1.40","12.40","10.40","20.20","2.20","1.80","2.80","10.00","3.20","10.60","2.20","2.80","2.80","0.60","3.40","1.60","1.40","4.40",""
"185","875","0.80","0.60","10.60","9.00","23.00","2.80","2.60","3.60","10.00","3.20","12.20","1.80","3.40","4.20","1.60","3.20","1.00","0.80","5.40",""
"186","880","1.20","1.60","12.40","9.20","22.80","2.80","1.20","3.00","10.40","4.20","10.40","1.40","4.20","5.20","1.80","3.80","1.40","1.80","4.80",""
"187","885","1.80","2.00","11.80","9.60","24.00","1.80","2.40","5.00","9.80","2.80","11.00","2.40","2.40","4.80","1.20","3.60","2.00","1.80","4.20",""
"188","890","1.20","0.60","7.20","10.00","21.20","2.00","2.60","1.80","7.20","3.60","14.80","2.40","4.60","4.40","1.00","3.00","0.60","0.80","5.40",""
"189","895","1.00","1.00","12.40","10.00","22.20","2.40","2.00","3.00","10.40","3.20","10.80","2.00","2.80","5.40","2.20","2.80","1.40","1.20","4.60",""
"190","900","1.60","2.40","11.00","8.80","22.40","2.80","2.00","3.00","9.40","2.40","10.40","2.20","2.20","4.80","1.20","3.20","2.00","1.80","4.80",""
"191","905","1.80","1.80","11.40","10.40","22.80","2.60","2.20","2.40","10.40","3.00","10.80","1.80","3.20","4.60","2.00","2.00","1.40","1.80","3.80",""
"192","910","1.00","1.80","10.40","9.20","23.40","2.00","3.40","4.00","8.20","3.00","11.00","3.40","2.80","4.40","0.80","4.00","1.80","1.80","4.20",""
"193","915","2.60","0.80","10.40","10.20","20.20","2.60","2.60","2.60","8.80","2.80","11.60","3.20","2.80","4.40","2.40","2.40","1.00","0.80","4.80",""
"194","920","0.80","1.60","8.80","10.40","21.60","1.00","2.60","2.80","7.60","3.20","11.20","1.80","3.80","4.00","1.60","3.00","1.60","1.60","4.60",""
"195","925","1.40","1.60","12.20","10.00","20.80","3.80","1.40","2.00","10.80","2.60","11.20","1.80","2.40","5.00","0.80","2.40","1.40","1.80","3.60",""
"196","930","2.00","1.20","10.60","7.40","22.80","2.80","2.80","3.20","10.00","2.00","9.20","2.80","2.00","4.00","1.20","3.00","1.60","1.20","3.60",""
"197","935","1.60","1.20","11.60","10.80","20.20","2.00","2.20","3.40","10.00","3.40","11.60","2.60","3.20","2.80","0.80","3.20","0.80","1.00","4.20",""
"198","940","0.80","1.00","9.80","8.80","20.40","2.40","2.20","3.40","8.40","3.80","10.80","2.20","3.40","4.40","2.60","3.20","1.60","1.40","5.20",""
"199","945","1.20","2.40","10.00","10.00","23.80","2.60","2.80","2.20","8.20","2.60","12.20","2.40","3.00","5.60","1.00","2.80","1.40","1.60","5.00",""
"200","950","1.40","0.80","9.20","11.00","21.60","1.60","3.40","2.60","7.40","2.60","12.40","3.40","3.00","4.40","2.00","2.40","1.80","1.60","3.40",""
"201","955","1.60","2.00","12.20","10.00","21.80","3.40","2.20","2.40","11.40","1.80","11.20","2.60","1.80","4.80","1.80","2.60","1.20","1.20","4.80",""
"202","960","1.60","1.80","11.40","9.60","24.20","2.60","3.20","2.60","9.20","3.20","10.20","3.00","2.60","3.80","0.80","2.40","2.20","2.00","3.60",""
"203","965","1.80","1.00","12.40","9.60","19.80","3.20","2.40","2.80","10.80","3.00","10.20","2.60","3.20","3.40","0.60","3.00","1.20","1.20","3.40",""
"204","970","0.80","1.40","11.00","9.80","20.60","2.00","2.40","2.80","9.80","2.40","10.60","2.40","2.40","3.20","1.40","2.00","1.00","1.20","5.00",""
"205","975","1.60","0.80","9.80","8.00","23.20","2.80","3.00","3.40","8.80","2.80","11.60","2.80","3.00","4.40","1.20","3.20","1.60","1.40","2.60",""
"206","980","1.40","1.00","10.20","9.40","22.00","2.40","3.20","3.00","10.00","3.60","10.60","3.60","3.00","4.60","1.40","3.80","0.40","0.40","5.20",""
"207","985","1.00","1.40","11.20","11.20","23.00","2.20","3.00","2.80","9.20","3.00","12.80","2.40","3.80","3.80","1.20","3.20","1.60","1.80","4.60",""
"208","990","1.00","1.80","12.60","8.20","23.60","3.20","2.80","2.20","11.00","1.80","10.00","3.00","1.60","4.60","1.40","1.40","1.60","1.60","3.20",""
"209","995","1.40","1.20","11.60","10.40","22.20","2.80","2.40","3.60","11.40","3.40","11.00","2.00","3.60","4.40","0.60","3.40","1.20","1.20","4.00",""
"210","1000","1.80","0.40","13.20","9.60","23.20","4.20","3.20","3.20","10.60","2.20","12.00","3.40","2.20","3.00","1.40","2.80","1.00","1.00","4.20",""
"211","1005","1.00","1.20","12.80","9.20","25.00","3.00","3.20","3.00","11.80","3.60","11.40","3.20","3.20","4.40","1.40","3.40","1.00","0.80","4.60",""
"212","1010","0.80","2.20","12.00","8.60","22.40","2.80","2.60","2.60","10.20","3.20","10.40","2.40","3.60","5.20","1.80","2.80","1.40","1.60","4.80",""
"213","1015","1.40","1.20","11.00","9.40","22.60","4.00","2.80","3.00","10.20","3.40","10.80","3.20","2.40","3.80","1.00","3.40","1.80","1.80","3.60",""
"214","1020","0.80","1.00","10.20","10.40","23.40","1.60","2.80","3.20","9.00","2.80","12.60","2.40","3.60","3.60","1.40","3.00","0.80","0.80","5.00",""
"215","1025","1.20","1.40","10.40","10.40","21.00","3.00","2.00","2.20","9.40","2.40","10.40","2.60","2.60","4.60","1.80","2.40","1.80","1.60","5.40",""
"216","1030","2.20","1.80","8.40","8.80","20.60","1.60","3.40","2.60","8.40","2.00","12.40","3.40","2.00","5.80","1.60","2.40","0.40","1.00","3.40",""
"217","1035","1.00","1.40","11.80","9.20","21.80","2.40","2.20","2.80","10.20","3.40","9.20","2.00","3.00","3.40","1.40","2.80","1.80","1.60","3.20",""
"218","1040","1.20","1.60","11.40","9.60","19.20","1.80","3.00","2.80","8.40","2.80","9.20","2.60","3.00","3.20","0.60","2.80","1.60","1.80","3.80",""
"219","1045","2.20","0.60","10.60","10.60","23.20","3.80","3.40","1.80","10.80","2.40","12.80","4.20","2.00","4.00","0.40","2.40","1.40","1.00","3.20",""
"220","1050","1.00","0.60","14.40","8.00","23.20","2.80","3.00","3.60","12.80","2.40","9.40","2.20","2.40","2.60","1.00","2.20","0.80","0.80","3.20",""
"221","1055","0.80","0.20","11.80","8.00","21.60","3.20","2.00","4.60","10.20","5.00","10.80","2.60","4.80","3.40","0.80","5.60","0.60","0.40","4.40",""
"222","1060","0.60","1.20","10.60","9.20","24.40","2.80","3.60","3.00","10.00","3.00","12.20","2.80","3.40","6.20","2.00","3.00","0.40","0.80","6.40",""
"223","1065","0.60","1.60","12.20","8.40","25.00","3.20","1.40","2.80","12.00","2.60","12.00","2.40","3.20","4.60","0.80","2.60","1.60","1.40","4.00",""
"224","1070","1.20","1.20","11.80","8.40","21.60","2.00","2.60","3.40","9.20","3.60","10.60","1.80","3.20","4.40","1.80","3.20","1.20","1.40","3.60",""
"225","1075","1.40","1.60","11.80","10.40","22.80","2.20","2.40","3.80","9.60","2.60","11.00","2.40","2.40","4.20","1.00","3.40","1.60","1.60","5.60",""
"226","1080","1.40","1.60","8.20","10.00","22.40","1.80","2.00","2.60","8.20","4.40","13.40","2.60","4.60","4.80","1.40","3.60","1.20","1.60","4.00",""
"227","1085","1.80","1.20","12.80","10.60","22.00","2.20","2.20","3.40","11.20","2.80","10.20","1.80","2.40","4.80","1.40","3.00","1.80","1.00","4.80",""
"228","1090","1.60","1.60","10.80","9.80","24.40","2.00","4.00","3.20","9.60","3.60","12.60","4.20","3.20","4.20","1.00","3.40","1.20","1.40","3.60",""
"229","1095","0.80","1.00","13.60","10.00","21.80","3.40","2.40","2.00","11.20","1.60","10.60","1.80","2.80","4.00","0.80","2.40","1.60","1.40","5.20",""
"230","1100","1.40","1.20","10.60","9.60","21.60","2.20","2.40","3.80","10.40","3.60","11.00","2.80","2.40","4.00","1.40","3.00","0.60","0.60","3.60",""
"231","1105","1.20","0.80","12.80","7.40","23.20","3.20","2.00","4.00","11.00","4.20","10.80","1.80","4.80","4.20","0.60","4.80","1.40","1.40","4.20",""
"232","1110","0.80","0.80","10.00","8.40","19.80","2.20","2.40","2.20","9.20","2.80","9.80","2.20","3.00","4.40","1.00","1.80","1.00","1.00","4.20",""
"233","1115","0.80","1.00","10.60","8.20","23.00","2.60","2.00","4.60","10.00","3.80","11.60","2.20","3.00","4.60","1.60","3.80","0.40","0.80","4.60",""
"234","1120","1.20","1.20","11.60","8.80","24.40","3.40","2.60","2.20","9.40","2.40","11.60","3.20","3.40","4.60","1.60","2.80","1.80","1.40","5.20",""
"235","1125","1.00","1.20","11.80","11.20","23.00","1.80","4.20","1.80","10.60","2.20","13.40","3.40","1.80","4.40","1.00","1.80","1.00","1.00","3.40",""
"236","1130","1.40","1.40","11.40","8.80","22.80","3.00","1.20","3.80","12.00","3.20","9.00","1.60","3.40","3.80","1.20","3.40","0.80","1.00","4.60",""
"237","1135","1.00","1.60","11.60","7.80","22.00","2.40","2.80","4.40","9.80","4.00","9.60","2.40","3.20","4.80","1.20","4.60","1.20","1.40","3.60",""
"238","1140","1.40","1.40","12.40","10.60","24.40","2.60","2.00","3.00","10.20","3.60","12.20","2.20","4.40","3.40","1.00","3.20","2.20","1.80","5.00",""
"239","1145","2.00","1.00","7.80","10.40","21.60","1.00","2.60","3.20","7.00","4.00","14.60","2.60","3.80","5.00","1.80","3.40","0.60","0.80","5.60",""
"240","1150","0.80","1.40","12.80","9.60","23.60","2.80","2.60","3.00","11.60","2.60","10.80","2.60","2.60","5.60","1.80","3.00","1.20","1.60","4.60",""
"241","1155","0.80","1.80","10.60","9.40","21.20","2.60","2.20","3.00","9.80","3.00","11.00","2.00","3.20","5.40","1.80","3.20","1.60","1.20","5.00",""
"242","1160","1.80","1.60","12.00","9.60","24.40","1.80","1.80","3.40","9.60","3.80","10.80","2.20","4.00","4.40","0.80","3.40","1.80","2.20","3.80",""
"243","1165","2.00","1.20","10.60","12.20","23.80","2.80","3.20","3.40","9.40","2.00","14.20","4.00","2.00","3.80","0.80","2.60","2.00","1.40","5.20",""
"244","1170","1.60","1.00","11.60","9.80","23.20","2.60","4.00","2.20","10.60","3.60","11.80","3.20","2.80","5.00","1.80","2.80","0.60","0.80","4.80",""
"245","1175","1.20","1.20","14.40","9.20","24.00","3.40","2.20","3.40","13.40","2.40","10.60","2.00","3.20","4.20","1.00","2.80","0.80","1.20","3.60",""
"246","1180","0.00","1.00","11.80","6.40","21.40","2.60","2.20","4.20","9.20","3.40","9.00","2.40","3.00","3.80","0.60","4.40","1.60","1.20","2.80",""
"247","1185","2.00","1.00","10.20","9.80","21.80","2.60","2.20","2.40","9.60","3.20","11.40","3.00","3.40","3.00","0.60","2.00","1.00","1.00","4.60",""
"248","1190","1.00","0.40","9.00","8.40","18.80","1.80","2.20","3.60","9.60","3.80","10.80","1.00","3.40","4.00","2.00","4.20","0.60","0.80","4.40",""
"249","1195","0.60","1.40","11.00","8.20","22.80","3.40","2.00","3.00","10.20","2.40","11.40","2.60","3.00","5.60","1.20","2.00","1.00","0.60","5.40",""
"250","1200","0.60","1.80","11.40","8.60","23.80","2.40","2.60","2.60","9.40","3.00","9.40","2.20","3.00","4.40","1.60","3.80","2.00","2.40","3.20",""
"251","1205","1.20","1.20","10.00","9.80","20.20","2.20","2.20","3.60","8.20","3.60","10.80","2.40","3.20","3.80","1.00","3.20","1.20","0.80","4.20",""
"252","1210","2.60","1.60","12.40","10.00","22.60","4.00","3.00","2.00","10.80","2.60","12.40","3.20","2.60","4.40","0.40","2.20","1.40","1.60","4.20",""
"253","1215","1.40","0.40","10.00","9.20","22.20","2.40","3.00","3.80","10.60","3.00","10.40","2.40","2.40","4.20","2.20","3.60","0.60","0.60","4.60",""
"254","1220","0.80","1.60","11.80","10.20","22.40","2.20","1.80","2.80","10.60","2.80","12.20","2.00","3.00","4.60","2.60","2.60","1.40","1.40","5.00",""
"255","1225","0.80","3.00","10.80","9.60","25.00","2.60","2.20","3.40","8.40","3.80","11.00","2.60","3.80","5.80","1.00","3.80","2.00","2.20","4.80",""
"256","1230","2.20","1.00","11.20","11.00","22.00","1.40","2.20","2.40","7.60","2.40","12.40","2.20","3.00","3.80","1.40","2.20","2.20","2.40","5.40",""
"257","1235","2.20","1.60","9.20","12.00","23.20","2.20","4.00","2.40","8.60","2.40","13.60","4.00","2.00","5.20","2.60","2.60","1.60","1.60","4.00",""
