"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails","NA"
"258","1240","1.40","1.40","11.20","10.80","21.00","2.20","3.60","2.60","9.20","3.00","10.60","3.20","3.40","3.60","0.60","2.80","1.20","0.80","4.00",""
"259","1245","1.40","1.80","10.80","8.60","20.00","2.20","1.80","2.40","10.20","2.40","9.60","2.00","2.40","3.80","0.80","2.20","2.00","2.20","3.60",""
"260","1250","1.20","0.60","13.20","9.20","22.80","2.80","2.40","4.40","11.80","3.40","10.40","2.40","2.80","3.60","0.60","3.60","0.80","0.60","2.80",""
"261","1255","2.00","0.40","10.20","7.00","21.40","2.80","3.60","2.80","9.20","3.20","10.60","3.40","3.40","3.60","1.00","4.00","0.60","0.60","4.20",""
"262","1260","0.40","1.00","12.60","10.20","23.60","2.60","2.20","2.60","11.40","2.80","13.00","2.40","3.60","4.60","1.40","2.40","0.60","0.40","5.00",""
"263","1265","0.80","1.80","13.60","8.40","23.40","4.00","2.40","3.60","13.60","3.00","9.60","2.40","2.00","5.40","1.00","3.20","1.20","1.40","3.80",""
"264","1270","0.80","1.00","9.60","8.00","21.60","2.40","2.80","3.80","8.60","4.40","10.40","2.80","4.60","2.20","0.60","3.80","2.00","1.80","3.60",""
"265","1275","1.60","0.80","10.00","10.00","22.00","2.00","2.40","2.20","7.60","2.40","13.00","2.20","2.80","4.20","1.40","2.60","0.60","1.00","6.00",""
"266","1280","1.00","0.80","11.60","9.00","23.40","3.60","1.80","3.20","11.60","3.00","9.80","1.80","3.00","5.20","1.20","3.00","0.60","0.40","3.60",""
"267","1285","0.60","1.20","13.40","7.20","22.60","2.40","1.60","4.60","11.60","3.60","10.00","1.80","3.00","4.40","2.20","4.40","1.00","1.40","4.60",""
"268","1290","0.80","1.80","10.00","9.20","23.00","2.20","1.80","3.20","7.80","4.00","12.20","1.40","4.20","5.20","1.60","3.00","1.80","1.40","5.20",""
"269","1295","1.80","2.00","8.40","11.40","19.20","1.40","1.80","2.60","6.00","3.20","11.40","2.40","3.80","4.80","1.80","3.20","1.60","2.20","5.60",""
"270","1300","1.80","1.60","9.40","11.20","23.00","2.60","2.80","2.20","8.00","2.40","12.80","2.60","2.00","6.00","2.00","2.60","2.40","1.60","5.00",""
"271","1305","2.00","2.60","10.60","10.60","22.80","2.20","3.20","2.00","10.40","1.40","12.00","3.20","1.80","4.40","1.60","1.40","1.80","2.00","4.40",""
"272","1310","1.20","1.40","11.00","10.20","20.80","2.20","1.40","3.20","8.20","2.40","9.80","2.20","2.60","4.60","1.40","3.00","2.00","2.00","3.60",""
"273","1315","2.40","1.40","11.00","9.20","22.80","3.20","3.20","2.00","9.40","3.20","11.60","3.20","2.40","3.60","0.60","2.60","1.60","1.40","4.00",""
"274","1320","2.40","0.80","13.00","10.60","22.00","2.40","4.40","3.40","12.60","2.00","11.00","4.20","2.60","3.20","1.80","2.80","0.60","1.00","3.00",""
"275","1325","0.80","1.00","12.20","10.00","21.80","2.00","2.40","3.60","11.00","5.00","11.40","1.60","3.80","3.80","0.60","4.00","1.20","0.80","5.00",""
"276","1330","0.40","1.60","9.20","8.00","21.60","2.80","1.00","3.20","7.20","2.80","10.40","1.60","3.40","4.20","2.40","3.20","1.20","1.20","4.80",""
"277","1335","1.40","1.80","8.40","10.00","21.60","1.80","3.20","3.00","7.60","3.40","13.20","2.80","4.00","5.60","0.60","3.00","1.00","1.60","4.60",""
"278","1340","1.20","1.00","13.40","9.40","22.00","2.80","2.00","2.60","12.40","2.20","9.20","1.80","1.60","4.40","1.20","2.20","1.80","1.40","3.80",""
"279","1345","1.60","1.20","11.60","7.40","23.00","3.00","2.60","3.60","10.80","3.40","9.40","3.40","3.60","3.60","1.40","3.60","1.00","1.20","3.40",""
"280","1350","1.40","0.80","11.40","11.40","22.00","2.40","2.60","3.00","9.00","3.40","13.00","2.60","3.00","4.00","1.20","3.40","1.40","1.00","5.20",""
"281","1355","1.40","1.60","10.60","9.80","23.80","2.20","3.00","2.20","10.40","3.00","12.20","2.60","3.80","4.80","1.40","2.60","1.00","1.60","4.20",""
"282","1360","1.40","1.20","11.80","8.20","21.80","2.40","1.60","5.00","9.80","3.60","10.00","1.20","2.00","3.80","1.60","4.00","1.20","1.00","5.20",""
"283","1365","0.60","1.60","10.60","9.40","21.40","2.40","2.20","2.60","9.00","3.20","13.40","2.40","4.40","5.20","1.00","3.40","1.40","1.40","4.40",""
"284","1370","1.40","1.00","10.40","9.00","22.00","2.00","2.00","3.20","9.60","2.60","9.40","2.00","2.20","4.80","1.20","2.40","1.40","1.00","4.20",""
"285","1375","1.40","1.40","11.00","9.20","22.60","1.60","2.00","3.40","9.40","3.40","11.00","2.00","3.80","4.40","1.80","3.80","1.40","1.80","4.60",""
"286","1380","1.00","1.20","9.80","10.60","21.80","2.40","2.80","2.20","7.80","3.20","11.60","2.60","3.60","4.80","1.20","2.40","1.40","1.00","5.00",""
"287","1385","2.00","1.60","10.80","9.20","21.80","2.80","2.20","3.20","9.40","3.00","11.80","2.60","2.40","5.00","1.80","3.00","1.40","2.00","4.60",""
"288","1390","1.20","1.80","11.20","10.60","23.60","3.00","2.80","2.40","10.00","2.60","11.80","2.80","2.60","4.20","1.20","2.60","1.20","1.40","3.60",""
"289","1395","1.60","1.20","12.00","8.80","21.20","3.00","3.40","2.60","10.80","2.40","10.40","3.80","2.60","4.00","0.40","2.60","2.00","1.40","3.80",""
"290","1400","1.20","1.00","12.80","9.40","22.80","3.80","2.40","3.40","11.40","3.20","10.40","1.60","2.60","3.60","1.60","3.20","1.40","1.20","3.40",""
"291","1405","1.80","1.00","11.00","9.20","23.40","2.60","2.80","3.20","9.40","2.80","10.60","3.40","3.40","3.00","1.20","3.40","1.00","1.20","4.60",""
"292","1410","0.60","1.60","11.00","9.80","22.60","3.20","3.00","2.20","9.00","3.00","11.40","3.00","3.20","4.60","2.00","2.40","1.20","1.40","5.20",""
"293","1415","1.60","0.80","8.80","10.60","21.00","1.60","2.80","2.80","9.20","2.60","11.80","2.80","2.60","4.80","1.40","2.80","0.80","0.40","4.00",""
"294","1420","1.40","2.80","11.20","10.00","22.00","2.80","2.40","2.40","10.40","1.60","11.60","2.20","2.00","6.00","2.20","2.40","2.20","2.60","4.80",""
"295","1425","2.00","1.80","11.00","9.80","23.80","2.60","2.60","3.60","9.00","3.80","10.80","2.80","3.00","3.60","0.40","3.40","1.60","1.40","2.40",""
"296","1430","1.60","0.60","12.20","10.40","22.60","1.40","3.80","2.80","10.20","3.00","11.00","3.40","3.40","3.80","2.00","2.80","1.80","1.60","5.40",""
"297","1435","1.20","1.20","11.00","9.40","22.20","3.20","2.20","3.40","9.60","2.80","13.20","2.40","3.00","3.40","0.40","3.00","0.60","1.00","4.20",""
"298","1440","0.60","1.20","11.00","9.60","19.40","2.00","2.80","2.20","10.00","3.40","9.60","2.20","2.60","4.60","1.40","2.80","1.80","1.40","4.40",""
"299","1445","1.80","1.00","11.80","8.60","24.60","2.80","2.20","3.60","10.60","2.80","11.40","2.80","3.20","4.00","0.80","3.20","0.80","0.80","3.60",""
"300","1450","1.00","0.80","12.00","8.60","22.20","2.20","2.40","4.00","10.60","4.20","10.40","2.20","4.20","3.40","1.00","4.20","0.80","1.20","4.80",""
"301","1455","0.80","1.20","11.40","9.40","24.20","3.00","2.40","2.40","9.20","3.00","13.40","2.80","3.60","5.00","1.40","2.40","1.40","1.00","4.60",""
"302","1460","1.00","1.20","12.00","10.40","23.20","2.40","3.00","3.60","11.60","2.80","11.60","2.60","2.40","5.00","1.40","3.40","0.80","1.00","4.20",""
"303","1465","1.40","1.80","12.80","8.80","25.00","4.00","2.40","3.60","10.80","3.60","11.20","2.40","2.80","5.40","1.40","3.20","1.00","1.20","4.80",""
"304","1470","0.80","1.20","12.00","8.20","22.60","2.40","2.20","2.80","11.20","3.40","9.60","1.80","3.80","3.00","0.80","3.20","1.60","1.40","4.00",""
"305","1475","1.80","0.80","9.60","10.80","20.20","1.60","2.60","3.40","10.00","2.60","12.20","3.80","2.20","4.40","1.20","3.20","1.20","1.20","4.60",""
"306","1480","1.00","1.60","10.60","10.80","23.60","2.20","3.60","2.60","8.00","3.00","12.80","2.60","3.80","5.60","1.80","2.80","1.20","1.20","5.20",""
"307","1485","1.20","1.20","10.80","8.40","21.40","2.80","2.00","2.80","10.80","3.00","9.40","2.00","3.00","3.60","1.00","3.00","1.80","1.60","3.80",""
"308","1490","1.20","1.00","13.40","7.40","23.80","1.60","2.20","4.40","10.60","3.40","9.60","2.60","3.20","4.20","0.80","4.00","0.60","0.80","2.80",""
"309","1495","1.40","1.20","8.80","7.80","20.20","2.20","2.20","3.80","8.80","4.40","10.40","1.80","4.60","3.20","0.40","3.60","1.60","1.40","4.40",""
"310","1500","1.20","0.40","10.60","9.00","21.20","2.80","1.60","2.60","10.00","2.60","12.80","2.00","2.80","5.00","1.20","3.00","0.60","0.80","5.20",""
"311","1505","1.00","0.60","14.40","10.60","24.00","4.20","2.60","3.00","13.00","2.60","11.80","2.40","2.20","4.60","2.20","2.60","0.20","0.00","5.00",""
"312","1510","0.40","1.80","10.60","6.60","23.80","2.60","2.00","4.60","10.00","4.20","9.20","2.20","3.60","5.20","1.00","4.40","1.40","2.00","4.00",""
"313","1515","0.80","2.00","9.80","10.80","21.20","1.60","1.40","2.40","7.40","4.00","12.80","1.60","4.40","3.60","1.20","3.40","2.00","1.60","5.40",""
"314","1520","2.00","1.00","10.80","10.60","22.00","2.40","2.60","1.80","9.20","1.80","12.20","2.40","2.20","6.80","3.00","1.60","1.00","1.20","5.40",""
"315","1525","1.20","2.20","10.20","9.00","22.00","2.20","2.40","3.80","9.00","3.20","9.40","2.20","2.40","4.20","1.60","3.40","2.20","1.80","4.20",""
"316","1530","1.40","2.40","10.60","10.40","22.60","1.40","2.60","3.20","7.80","3.80","12.60","2.80","4.20","4.40","1.00","3.40","1.60","2.20","4.00",""
"317","1535","2.00","1.40","10.40","12.80","22.20","2.20","2.80","2.00","9.20","1.80","13.00","2.80","2.20","5.00","1.60","2.40","2.40","1.80","5.80",""
"318","1540","2.60","0.60","11.80","9.40","20.60","2.80","3.20","3.00","10.60","2.00","10.00","3.80","1.20","4.40","0.80","2.60","0.80","0.80","1.80",""
"319","1545","0.80","1.40","11.20","8.20","23.00","4.20","3.80","2.40","10.60","3.40","11.20","2.80","3.80","2.20","0.80","2.60","1.20","1.80","4.20",""
"320","1550","1.00","0.80","13.20","8.80","25.40","3.40","3.40","2.20","12.00","1.80","10.20","3.80","2.20","4.00","1.20","2.00","1.40","0.80","4.00",""
"321","1555","1.60","1.40","12.20","9.00","21.80","2.40","2.40","4.20","10.00","4.00","10.20","2.60","4.00","3.20","0.60","4.40","1.00","1.40","2.60",""
"322","1560","1.20","0.80","10.00","11.20","22.80","4.00","3.40","2.60","10.80","3.20","13.40","3.00","3.20","4.60","1.60","2.40","1.00","0.60","5.60",""
"323","1565","0.60","0.40","12.60","10.20","23.20","3.00","3.00","1.60","11.20","2.00","12.00","3.00","1.80","4.80","2.40","2.00","0.60","0.60","5.20",""
"324","1570","1.20","3.00","10.60","7.00","22.40","3.40","3.60","3.40","9.40","2.80","9.20","3.20","2.00","5.20","0.80","3.00","1.20","2.20","2.40",""
"325","1575","0.80","0.80","11.80","10.40","20.80","1.80","1.80","2.80","8.60","2.60","10.40","2.40","3.40","2.80","1.20","2.60","2.60","1.80","4.20",""
"326","1580","1.80","1.00","11.40","9.60","21.60","2.80","3.60","2.40","9.60","2.20","10.40","3.80","2.40","3.40","1.00","2.60","0.60","0.60","3.80",""
"327","1585","1.60","1.00","11.40","9.60","22.20","2.80","3.00","3.20","11.80","4.20","11.60","2.80","3.00","3.20","0.80","3.60","1.00","1.00","4.00",""
"328","1590","1.00","0.60","11.40","8.60","23.00","3.80","2.40","2.80","11.60","2.00","10.60","2.20","3.00","4.20","0.80","2.40","1.00","0.80","3.60",""
"329","1595","0.80","1.40","11.80","8.20","21.20","3.60","2.60","2.60","9.20","2.40","9.80","2.20","2.40","4.40","2.00","2.80","1.40","1.40","5.20",""
"330","1600","0.80","1.60","10.40","8.20","22.20","1.60","2.00","3.20","9.20","3.00","11.20","2.40","3.60","4.00","1.40","2.80","1.20","1.60","3.40",""
"331","1605","1.80","1.40","11.00","10.40","22.00","2.80","2.00","3.60","9.60","3.80","10.40","1.80","2.80","4.40","1.60","3.80","1.20","0.80","4.60",""
"332","1610","1.20","1.20","7.40","10.60","19.40","1.40","3.00","2.00","6.60","2.80","12.60","3.60","3.60","4.60","2.20","2.20","1.00","1.20","5.80",""
"333","1615","1.60","3.00","11.20","10.40","23.00","2.00","3.20","1.60","10.20","1.20","12.40","2.80","1.00","6.00","1.40","1.80","1.80","1.80","4.40",""
"334","1620","1.00","1.20","13.80","8.00","22.80","4.20","0.80","3.80","10.80","3.60","8.60","1.80","3.40","3.40","0.40","3.40","2.80","2.60","2.40",""
"335","1625","2.80","0.80","9.60","10.40","22.20","2.00","4.80","2.80","8.40","3.00","11.00","4.80","3.20","3.20","1.20","3.20","0.60","1.00","4.00",""
"336","1630","1.00","1.00","11.80","11.80","23.00","2.40","3.80","1.60","9.00","2.00","13.40","2.80","1.80","3.60","0.80","1.60","1.40","1.40","3.60",""
"337","1635","1.40","1.20","12.80","7.80","22.00","4.20","2.60","2.80","13.00","2.20","9.40","3.00","2.80","3.80","1.40","2.40","0.80","0.80","4.00",""
"338","1640","1.20","1.00","11.80","11.20","24.60","2.40","3.80","3.60","10.40","3.80","12.00","3.00","3.00","3.80","1.00","3.20","0.80","0.80","3.40",""
"339","1645","0.40","1.20","12.00","7.80","21.40","2.60","2.20","4.00","12.80","3.20","10.80","2.60","3.60","3.80","1.20","4.40","1.40","1.20","4.40",""
"340","1650","1.40","1.00","11.00","9.80","23.00","2.40","2.40","3.20","8.80","3.40","10.60","2.20","3.40","5.00","1.00","3.40","1.40","1.60","4.40",""
"341","1655","1.60","1.40","12.00","8.60","24.80","3.20","2.40","3.00","10.20","3.20","12.00","3.00","3.40","4.20","1.40","2.80","0.80","0.40","5.40",""
"342","1660","0.40","0.80","11.00","8.00","21.40","2.00","2.60","2.60","10.40","2.80","10.60","1.80","3.00","5.00","1.60","2.60","1.00","1.20","3.60",""
"343","1665","1.60","1.60","11.80","9.20","21.60","3.00","2.00","4.00","10.00","4.00","10.20","2.60","3.60","3.60","1.60","4.20","1.60","1.60","4.60",""
"344","1670","1.00","1.40","10.20","11.20","23.80","1.60","2.80","3.40","8.20","3.40","13.20","3.20","2.80","5.00","1.00","3.00","1.40","1.40","4.80",""
"345","1675","1.40","1.40","10.60","11.00","21.40","2.60","2.80","2.00","10.40","2.80","12.60","2.20","2.60","5.00","1.00","2.80","1.00","1.40","5.00",""
"346","1680","1.40","1.20","12.60","7.80","23.80","3.00","3.00","2.80","12.00","1.40","9.60","3.60","2.40","4.40","1.20","2.00","1.60","1.00","3.20",""
"347","1685","1.60","1.00","11.40","9.20","22.40","2.80","3.00","3.40","10.20","4.00","11.40","2.60","3.60","2.80","0.60","3.80","1.00","1.20","3.00",""
"348","1690","1.00","0.40","10.80","8.40","19.80","3.00","3.00","3.00","10.40","3.00","10.40","2.80","3.20","3.60","0.60","2.80","0.80","1.00","4.00",""
"349","1695","0.60","1.00","13.80","8.60","25.00","4.00","2.20","2.00","13.00","1.60","10.40","2.20","1.40","5.00","1.20","1.80","1.00","0.60","4.20",""
"350","1700","0.60","0.80","13.80","8.00","24.00","3.00","2.80","4.60","10.80","4.00","10.20","2.80","3.80","2.20","1.00","3.80","0.60","1.00","3.60",""
"351","1705","1.40","1.40","9.00","7.60","20.40","1.60","3.20","3.20","8.40","4.20","10.80","3.20","4.20","4.40","1.40","4.00","1.20","1.20","4.00",""
"352","1710","1.00","1.00","10.60","11.40","22.20","2.40","2.00","3.20","9.60","3.00","12.60","2.00","3.40","4.60","1.20","3.40","1.00","0.60","5.60",""
"353","1715","1.00","1.80","9.80","9.00","20.00","2.60","1.40","3.00","9.40","3.00","11.00","1.80","2.40","5.40","1.80","2.80","1.00","1.00","5.20",""
"354","1720","1.60","1.40","10.40","8.00","23.40","2.00","2.60","2.40","8.80","2.60","10.60","2.60","3.40","4.40","1.20","2.60","1.80","2.00","3.80",""
"355","1725","0.80","1.20","11.20","10.00","20.20","2.40","2.40","2.80","9.20","3.40","10.40","2.00","3.40","4.00","1.00","3.20","1.60","1.60","4.20",""
"356","1730","1.00","1.00","10.40","9.20","22.40","3.40","2.20","2.60","10.00","2.80","11.60","3.00","2.80","4.00","1.60","2.40","0.80","0.80","4.60",""
"357","1735","1.80","1.60","11.00","9.60","22.20","1.20","3.20","3.60","10.00","2.40","10.40","2.20","1.20","5.60","1.00","3.20","1.60","2.00","3.60",""
"358","1740","1.60","1.20","13.80","8.60","23.40","2.80","1.20","3.60","10.20","3.80","9.40","2.00","4.40","3.00","0.80","3.80","1.60","1.40","3.80",""
"359","1745","1.60","1.00","9.80","10.40","23.00","1.80","3.60","3.60","9.40","3.40","13.80","3.00","3.60","4.00","2.00","3.40","1.20","0.80","5.20",""
"360","1750","0.80","1.60","9.20","10.20","20.80","1.20","2.20","3.20","10.20","2.80","12.60","2.00","3.00","5.00","1.00","3.40","0.80","1.00","4.80",""
"361","1755","1.60","1.00","12.80","9.40","22.60","3.40","1.00","3.20","8.80","4.40","10.40","1.40","3.60","4.80","2.40","3.60","1.60","1.60","5.20",""
"362","1760","0.80","2.20","9.60","9.40","24.00","1.80","3.60","2.60","9.40","2.00","11.00","3.20","3.20","5.80","0.80","2.00","2.00","2.00","4.80",""
"363","1765","1.80","0.80","12.00","9.80","23.00","2.80","1.80","3.60","11.00","3.60","12.20","2.00","2.80","3.80","0.60","3.20","1.40","1.20","3.80",""
"364","1770","1.00","1.00","11.60","8.20","21.20","2.00","1.60","3.20","10.00","3.60","9.60","2.00","3.40","4.40","1.40","3.60","0.60","0.80","4.40",""
"365","1775","1.00","1.00","10.80","9.20","21.80","2.40","1.80","4.20","8.80","3.60","12.00","1.20","4.00","4.40","1.80","4.60","1.20","1.00","6.00",""
"366","1780","1.40","2.00","11.00","9.60","22.40","2.20","2.00","2.20","10.20","3.20","12.40","2.40","2.60","5.20","1.20","2.60","1.60","1.60","4.20",""
"367","1785","1.60","1.40","10.40","9.00","20.80","2.00","2.60","4.00","8.00","3.00","9.60","2.60","3.40","5.00","1.80","3.00","0.80","1.00","4.00",""
"368","1790","2.00","1.40","9.60","10.60","20.60","1.20","2.20","2.80","8.60","3.20","13.00","2.40","3.80","3.80","1.20","2.60","2.40","2.20","5.00",""
"369","1795","0.80","1.20","10.40","10.20","23.20","3.20","3.00","2.80","10.20","2.40","11.20","2.80","2.00","4.40","1.80","3.20","1.00","1.40","5.00",""
"370","1800","1.60","1.80","12.40","8.80","25.20","2.60","2.40","3.00","9.60","3.00","11.00","2.20","3.00","5.00","0.80","2.60","1.00","0.80","3.40",""
"371","1805","1.40","1.20","13.00","9.60","22.80","3.00","2.20","3.00","11.60","3.40","10.40","2.20","2.80","4.40","0.80","3.80","2.20","2.00","3.40",""
"372","1810","1.80","0.40","9.80","10.00","22.40","1.60","3.20","4.20","7.80","4.20","12.80","2.80","5.00","2.80","1.00","4.20","0.60","0.60","5.00",""
"373","1815","0.60","1.00","11.20","10.00","22.40","2.60","1.80","3.00","11.60","2.60","13.20","2.20","2.80","6.40","2.20","2.40","0.60","0.80","5.80",""
"374","1820","1.00","2.20","9.80","8.20","20.40","1.80","2.40","3.20","8.80","2.80","9.40","2.60","2.20","4.00","1.40","3.00","2.00","1.80","4.00",""
"375","1825","0.80","1.60","11.80","9.00","22.40","3.20","2.00","1.60","9.80","3.00","10.20","1.60","3.40","4.80","1.20","2.60","1.60","1.60","4.00",""
"376","1830","2.00","1.20","11.00","9.00","23.60","2.20","2.20","4.20","10.80","3.00","10.20","2.80","2.40","4.20","0.60","3.00","0.80","1.20","3.20",""
"377","1835","1.20","0.60","11.20","9.80","21.00","2.40","3.40","3.40","8.80","4.40","12.20","3.20","3.20","3.40","1.00","4.00","1.60","1.40","4.80",""
"378","1840","1.60","1.00","10.40","11.00","23.20","2.80","3.40","2.20","10.20","2.00","13.80","3.40","4.20","3.60","1.80","2.40","0.60","0.40","4.80",""
"379","1845","0.80","1.40","12.80","8.40","23.60","3.80","1.80","3.20","12.60","2.60","9.40","1.80","2.00","6.00","1.80","2.60","0.80","1.40","4.60",""
"380","1850","0.60","2.00","13.60","8.40","24.00","2.60","2.40","2.80","10.20","3.20","10.40","2.80","3.20","3.80","0.80","3.20","2.20","2.00","3.80",""
"381","1855","2.00","0.80","10.40","9.60","20.60","1.60","2.80","3.40","9.00","3.00","10.80","2.20","3.00","4.20","1.20","3.20","1.40","1.00","3.60",""
"382","1860","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",""
